Species,Authority,Family,Seed bank type,Number of records,Max longevity (y),Minimum density per sq m,Maximum density per sq m,Mean density per sq m,Depth (cm),Method,Source code
Lonicera periclymenum,L.,CAPRIFOLIACEAE,1,1,,0,0,0,10,5,126
Lonicera periclymenum,L.,CAPRIFOLIACEAE,1,1,,0,0,0,12.5,5,126
Lonicera periclymenum,L.,CAPRIFOLIACEAE,1,1,,0,0,0,17.5,5,126
Lonicera periclymenum,L.,CAPRIFOLIACEAE,1,13,,0,0,0,15,5,257
Lonicera periclymenum,L.,CAPRIFOLIACEAE,1,1,,0,0,0,3,7,235
Lonicera xylosteum,L.,CAPRIFOLIACEAE,1,1,,0,0,0,10,5,181
Lonicera xylosteum,L.,CAPRIFOLIACEAE,1,1,,0,0,0,10,5,255
Sambucus nigra,L.,CAPRIFOLIACEAE,1,1,,6,6,6,10,5,93
Sambucus nigra,L.,CAPRIFOLIACEAE,1,1,,160,160,160,10,5,181
Sambucus nigra,L.,CAPRIFOLIACEAE,1,1,,200,200,200,13,5,183
Sambucus nigra,L.,CAPRIFOLIACEAE,1,1,,53,53,53,8,7,275
Sambucus nigra,L.,CAPRIFOLIACEAE,2,1,,5,5,5,15,5,32
Sambucus nigra,L.,CAPRIFOLIACEAE,2,1,,27,27,27,6,5,49
Sambucus nigra,L.,CAPRIFOLIACEAE,2,2,,5,8,7,5,5,122
Sambucus nigra,L.,CAPRIFOLIACEAE,3,1,>160,94,94,94,57,5,161
Sambucus racemosa,L.,CAPRIFOLIACEAE,1,1,,0,0,0,7.5,5,84
Sambucus racemosa,L.,CAPRIFOLIACEAE,1,1,,0,0,0,10,5,255
Sambucus racemosa,L.,CAPRIFOLIACEAE,2,1,,90,90,90,10,5,119
Sambucus racemosa,L.,CAPRIFOLIACEAE,2,2,,0,4,2,5,6,170
Sambucus racemosa,L.,CAPRIFOLIACEAE,3,1,>10,7,7,7,10,4,241
Sambucus racemosa,L.,CAPRIFOLIACEAE,3,1,,44,44,44,32,5,169
Viburnum opulus,L.,CAPRIFOLIACEAE,1,1,,0,0,0,10,5,181
Viburnum opulus,L.,CAPRIFOLIACEAE,1,2,,0,0,0,16,5,216
Viburnum opulus,L.,CAPRIFOLIACEAE,1,1,,0,0,0,5,5,248
Agrostemma githago,L.,CARYOPHYLLACEAE,1,1,0,-,-,-,25,1,125
Agrostemma githago,L.,CARYOPHYLLACEAE,1,1,0,-,-,-,20,1,219
Agrostemma githago,L.,CARYOPHYLLACEAE,1,1,0,-,-,-,15,1,240
Agrostemma githago,L.,CARYOPHYLLACEAE,1,1,0,-,-,-,50,1,240
Agrostemma githago,L.,CARYOPHYLLACEAE,1,1,0,-,-,-,100,1,240
Agrostemma githago,L.,CARYOPHYLLACEAE,1,1,0,-,-,-,25,3,209
Agrostemma githago,L.,CARYOPHYLLACEAE,2,3,1,-,-,-,7,2,44
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,1,2,,0,0,0,25,4,36
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,1,1,,0,0,0,5,5,69
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,1,2,,0,0,0,3,5,96
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,1,2,,0,0,0,10,5,152
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,2,1,>2,-,-,-,6,3,179
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,2,9,,50,3533,1009,3,5,96
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,2,3,,240,2096,1477,18,5,162
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,2,1,,75,75,75,10,5,255
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,2,2,,7,79,43,3,7,235
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,3,1,>5,-,-,-,7.5,2,196
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,3,1,>11,-,-,-,25,3,209
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,3,2,,194,4564,2379,30,5,29
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,3,1,>20,6,6,6,20,5,40
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,3,1,,1976,1976,1976,6,5,48
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,12,,20,1498,217,30,4,13
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,7,,32,437,190,15,4,30
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,2,,7,104,56,15,4,31
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,1,,6,6,6,25,4,36
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,1,,233,233,233,20,4,111
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,1,,2245,2245,2245,8.5,4,254
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,1,,50,50,50,25,5,2
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,1,,176,176,176,6,5,67
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,1,,432,432,432,5,5,69
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,1,,1150,1150,1150,3,5,96
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,3,,53,1290,470,10,5,110
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,1,,143,143,143,5,5,122
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,1,,900,900,900,15,5,249
Arenaria serpyllifolia,L.,CARYOPHYLLACEAE,4,1,,333,333,333,25,5,260
Arenaria subsp. leptoclados,(Reichb.) Nyman,CARYOPHYLLACEAE,3,1,>5,-,-,-,7.5,2,196
Arenaria subsp. leptoclados,(Reichb.) Nyman,CARYOPHYLLACEAE,4,4,,63,225,125,3,5,132
Cerastium alpinum,L.,CARYOPHYLLACEAE,4,2,,41,132,87,2,5,73
Cerastium arvense,L.,CARYOPHYLLACEAE,1,1,,0,0,0,25,4,36
Cerastium arvense,L.,CARYOPHYLLACEAE,1,1,,0,0,0,5,5,69
Cerastium arvense,L.,CARYOPHYLLACEAE,2,3,,63,183,108,6,5,39
Cerastium arvense,L.,CARYOPHYLLACEAE,2,1,,1527,1527,1527,2.5,5,114
Cerastium arvense,L.,CARYOPHYLLACEAE,2,1,,38,38,38,10,5,255
Cerastium arvense,L.,CARYOPHYLLACEAE,4,1,,120,120,120,30,4,13
Cerastium arvense,L.,CARYOPHYLLACEAE,4,3,,143,200,167,6,5,39
Cerastium arvense,L.,CARYOPHYLLACEAE,4,4,,573,2083,1368,2.5,5,114
Cerastium arvense,L.,CARYOPHYLLACEAE,4,5,,300,400,340,15,5,249
Cerastium brachypetalum,Pers.,CARYOPHYLLACEAE,1,1,,0,0,0,3,5,132
Cerastium brachypetalum,Pers.,CARYOPHYLLACEAE,1,2,,0,0,0,6.5,7,182
Cerastium brachypetalum,Pers.,CARYOPHYLLACEAE,4,1,,63,63,63,3,5,132
Cerastium diffusum,Pers.,CARYOPHYLLACEAE,1,1,,0,0,0,30,5,138
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,7,,0,0,0,25,4,36
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,1,,375,375,375,10,4,88
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,4,,0,0,0,20,4,225
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,3,,0,0,0,6,5,11
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,3,,468,468,468,10,5,27
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,1,,1248,1248,1248,6,5,28
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,1,,226,226,226,30,5,45
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,5,,0,0,0,1,5,57
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,1,,0,0,0,3,5,59
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,1,,0,0,0,6,5,67
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,1,,0,0,0,5,5,69
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,3,,0,0,0,3,5,96
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,3,,0,0,0,20,5,97
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,2,,0,0,0,6,5,99
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,4,,0,0,0,6.5,5,128
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,1,,0,0,0,12,5,174
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,1,,0,0,0,3,5,208
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,3,,0,0,0,6,5,208
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,2,,0,0,0,5,5,222
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,1,,0,0,0,5,5,250
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,2,,0,0,0,5,5,251
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,5,,0,0,0,10,5,255
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,1,7,,53,1788,372,8,7,275
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,5,>1,-,-,-,,1,275
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,1500,1500,1500,10,4,88
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,4,,156,2288,1092,6,5,11
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,2,,312,1768,1040,10,5,27
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,7,,1404,2470,1872,6,5,28
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,2,,75,140,108,30,5,29
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,7,,312,1765,976,30,5,45
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,17,17,17,7,5,58
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,57,57,57,15,5,62
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,1100,1100,1100,20,5,69
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,1430,1430,1430,12,5,81
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,64,64,64,9,5,84
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,2,,41,56,49,5,5,92
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,6,,67,383,217,3,5,96
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,417,417,417,20,5,97
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,570,570,570,20,5,107
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,2,,49,62,56,11.5,5,134
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,190,190,190,6,5,151
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,17,,390,3120,1620,10,5,152
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,128,128,128,13,5,162
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,180,180,180,18,5,162
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,875,875,875,15,5,162
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,2,,25,25,25,12,5,174
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,1567,1567,1567,10,5,184
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,2,,85,85,85,3,5,208
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,92,92,92,5,5,222
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,2,,500,600,550,5,5,251
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,2,,135,137,136,10,5,252
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,6,,38,138,75,10,5,255
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,1,,100,100,100,15,5,257
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,5,,91,393,283,2,7,99
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,2,2,,7,15,11,3,7,235
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,1,>5,-,-,-,7.5,2,196
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,1,,750,750,750,10,4,88
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,1,>10,7,7,7,10,4,241
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,3,,156,520,312,10,5,27
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,4,,172,484,328,30,5,29
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,2,,75,1238,657,30,5,45
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,2,,313,1042,678,20,5,97
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,2,,312,1404,858,6,5,99
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,1,,1048,1048,1048,8,5,108
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,1,>40,33,33,33,24,5,168
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,1,>20,24,24,24,13,5,183
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,1,,170,170,170,3,5,208
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,1,,20,20,20,6,5,211
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,1,,400,400,400,5,5,251
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,3,1,,60,60,60,15,5,257
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,538,538,538,15,4,31
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,18,18,18,25,4,36
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,375,375,375,5,4,88
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,2,,2,46,24,5,5,19
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,31,31,31,10,5,33
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,29,29,29,5,5,55
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,1200,1200,1200,1,5,57
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,341,341,341,7,5,58
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,3,,172,549,341,3,5,59
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,3,,35,299,153,15,5,62
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,196,196,196,6,5,67
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,10,,112,1840,608,5,5,69
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,2,,143,367,255,5,5,92
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,4,,200,920,553,15,5,94
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,12,,67,1600,631,3,5,96
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,15,,260,5304,1453,6,5,99
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,110,110,110,10,5,110
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,182,182,182,20,5,111
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,200,200,200,6.5,5,128
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,5,,117,380,222,10,5,150
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,3,,1404,2496,1950,10,5,152
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,3,,857,4224,3087,17.8,5,155
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,2,,27,45,36,13.5,5,163
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,4,,505,2377,1641,12,5,174
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,112,112,112,6,5,181
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,1650,1650,1650,10,5,184
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,2,,85,85,85,3,5,208
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,82,82,82,5,5,222
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,762,762,762,5,5,234
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,337,337,337,5,5,244
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,2,,210,600,405,5,5,250
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,38,38,38,10,5,255
Cerastium fontanum,Baumg.,CARYOPHYLLACEAE,4,1,,137,137,137,15,5,267
Cerastium glomeratum,Thuill.,CARYOPHYLLACEAE,1,2,,0,0,0,10,4,22
Cerastium glomeratum,Thuill.,CARYOPHYLLACEAE,1,1,,0,0,0,25,4,36
Cerastium glomeratum,Thuill.,CARYOPHYLLACEAE,1,2,,0,0,0,3,5,132
Cerastium glomeratum,Thuill.,CARYOPHYLLACEAE,2,3,,6,14,9,25,4,36
Cerastium glomeratum,Thuill.,CARYOPHYLLACEAE,3,1,>5,-,-,-,7.5,2,196
Cerastium glomeratum,Thuill.,CARYOPHYLLACEAE,4,1,,173,173,173,15,5,207
Cerastium pumilum,Curtis,CARYOPHYLLACEAE,1,2,,0,0,0,6,5,67
Cerastium pumilum,Curtis,CARYOPHYLLACEAE,4,1,,48,48,48,5,5,69
Cerastium semidecandrum,L.,CARYOPHYLLACEAE,1,1,,0,0,0,3,5,96
Cerastium semidecandrum,L.,CARYOPHYLLACEAE,1,1,,0,0,0,3,5,132
Cerastium semidecandrum,L.,CARYOPHYLLACEAE,2,2,,117,250,184,3,5,96
Cerastium semidecandrum,L.,CARYOPHYLLACEAE,4,3,,250,3867,1522,3,5,96
Cerastium semidecandrum,L.,CARYOPHYLLACEAE,4,1,,500,500,500,15,5,249
Dianthus carthusianorum,L.,CARYOPHYLLACEAE,1,2,,0,0,0,6,5,67
Dianthus carthusianorum,L.,CARYOPHYLLACEAE,1,1,,0,0,0,13,5,183
Dianthus caryophyllus,L.,CARYOPHYLLACEAE,2,1,,3278,3278,3278,50,5,260
Dianthus superbus,L.,CARYOPHYLLACEAE,1,1,,0,0,0,10,5,255
Gypsophila muralis,L.,CARYOPHYLLACEAE,1,1,,0,0,0,6.5,5,128
Gypsophila muralis,L.,CARYOPHYLLACEAE,2,2,,12,28,20,6.5,7,182
Herniaria ciliolata,Meld.,CARYOPHYLLACEAE,4,1,,156,156,156,6,5,99
Herniaria glabra,L.,CARYOPHYLLACEAE,4,1,,400,400,400,15,5,249
Herniaria hirsuta,L.,CARYOPHYLLACEAE,1,1,,0,0,0,3,5,132
Herniaria hirsuta,L.,CARYOPHYLLACEAE,4,3,,75,175,133,3,5,132
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,1,4,,0,0,0,20,4,225
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,1,1,,156,156,156,6,5,11
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,1,1,,0,0,0,10,5,27
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,1,1,,0,0,0,20,5,67
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,1,2,,0,0,0,6,5,99
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,1,1,,0,0,0,6.5,5,128
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,1,5,,0,0,0,10,5,149
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,1,3,,0,0,0,6,5,208
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,1,7,,0,0,0,10,5,255
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,1,3,,0,52,26,2,7,99
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,2,5,>1,-,-,-,,1,275
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,2,1,,3200,3200,3200,20,4,225
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,2,1,,1616,1616,1616,13,5,68
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,2,1,,1950,1950,1950,6.5,5,68
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,2,3,,170,283,236,3,5,208
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,2,1,,849,849,849,6,5,208
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,2,1,,31,31,31,5,5,222
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,2,6,,38,4563,1688,10,5,255
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,2,2,,85,650,368,2,7,99
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,3,2,,3172,4472,3822,10,5,27
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,3,1,,75,75,75,6.5,5,68
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,3,1,,688,688,688,13,5,68
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,3,2,,416,2392,1404,6,5,99
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,3,3,,396,708,519,3,5,208
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,3,5,,1132,3990,1834,6,5,208
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,4,1,,9125,9125,9125,5,4,88
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,4,3,,1600,8400,3867,20,4,225
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,4,5,,364,3952,2122,6,5,99
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,4,5,,83,676,401,12,5,174
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,4,6,,85,4302,1094,3,5,208
Lychnis flos-cuculi,L.,CARYOPHYLLACEAE,4,4,,163,325,213,10,5,255
Lychnis viscaria,L.,CARYOPHYLLACEAE,4,1,,1429,1429,1429,8.5,4,254
Minuartia recurva,(All.) Schinz & Thell.,CARYOPHYLLACEAE,4,1,,47,47,47,5,5,55
Minuartia verna,(L.) Hiern,CARYOPHYLLACEAE,4,1,,92,92,92,5,5,55
Minuartia verna,(L.) Hiern,CARYOPHYLLACEAE,4,3,,800,2700,1806,3,5,96
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,1,1,,0,0,0,20,5,67
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,1,1,,0,0,0,7.5,5,84
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,1,1,,0,0,0,12,5,171
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,1,1,,0,0,0,5,6,170
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,2,1,,10,10,10,6,5,49
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,2,2,,50,100,75,3,5,96
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,2,3,,58,116,89,5,5,220
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,2,1,,240,240,240,15,5,257
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,2,2,,2,9,6,5,6,170
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,4,1,,14,14,14,15,5,32
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,4,2,,17,45,31,6,5,49
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,4,2,,398,652,525,7,5,58
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,4,1,,133,133,133,3,5,96
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,4,2,,2,20,11,4,5,176
Moehringia trinervia,(L.) Clairv.,CARYOPHYLLACEAE,4,2,,58,470,264,5,5,220
Polycarpon tetraphyllum,(L.) L.,CARYOPHYLLACEAE,1,2,,0,0,0,3,5,132
Polycarpon tetraphyllum,(L.) L.,CARYOPHYLLACEAE,4,1,,88,88,88,3,5,132
Sagina apetala,Ard.,CARYOPHYLLACEAE,1,3,,0,0,0,3,5,96
Sagina apetala,Ard.,CARYOPHYLLACEAE,2,1,,250,250,250,3,5,96
Sagina apetala,Ard.,CARYOPHYLLACEAE,4,1,,433,433,433,3,5,96
Sagina apetala,Ard.,CARYOPHYLLACEAE,4,1,,750,750,750,1,5,96
Sagina apetala,Ard.,CARYOPHYLLACEAE,4,4,,263,1463,797,3,5,132
Sagina caespitosa,(J. Vahl) Lange,CARYOPHYLLACEAE,3,1,>14,208,208,208,6,5,11
Sagina maritima,G. Don,CARYOPHYLLACEAE,3,1,,5000,5000,5000,20,5,210
Sagina nodosa,(L.) Fenzl,CARYOPHYLLACEAE,3,1,,500,500,500,20,5,210
Sagina procumbens,L.,CARYOPHYLLACEAE,1,2,,0,0,0,25,4,36
Sagina procumbens,L.,CARYOPHYLLACEAE,1,4,,156,156,156,6,5,28
Sagina procumbens,L.,CARYOPHYLLACEAE,1,1,,355,355,355,30,5,45
Sagina procumbens,L.,CARYOPHYLLACEAE,1,1,,0,0,0,3,5,96
Sagina procumbens,L.,CARYOPHYLLACEAE,1,1,,0,0,0,6,5,99
Sagina procumbens,L.,CARYOPHYLLACEAE,1,1,,500,500,500,5,5,251
Sagina procumbens,L.,CARYOPHYLLACEAE,1,2,,26,39,33,2,7,99
Sagina procumbens,L.,CARYOPHYLLACEAE,1,4,,53,53,53,8,7,275
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,2,-,-,-,25,3,209
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,40,40,40,25,4,36
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,113,113,113,25,5,2
Sagina procumbens,L.,CARYOPHYLLACEAE,2,4,,260,6136,1807,6,5,11
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,4576,4576,4576,10,5,27
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,5,5,5,15,5,32
Sagina procumbens,L.,CARYOPHYLLACEAE,2,5,,398,6986,2192,30,5,45
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,1184,1184,1184,5,5,69
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,133,133,133,1,5,96
Sagina procumbens,L.,CARYOPHYLLACEAE,2,19,,50,4333,949,3,5,96
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,2808,2808,2808,6,5,99
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,247,247,247,6,5,151
Sagina procumbens,L.,CARYOPHYLLACEAE,2,4,,312,3120,1716,10,5,152
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,40,40,40,2,5,153
Sagina procumbens,L.,CARYOPHYLLACEAE,2,2,,112,150,131,12,5,162
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,614,614,614,22,5,162
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,2188,2188,2188,17,5,162
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,12,12,12,6,5,211
Sagina procumbens,L.,CARYOPHYLLACEAE,2,3,,31,1878,942,5,5,222
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,16,16,16,5,5,233
Sagina procumbens,L.,CARYOPHYLLACEAE,2,1,,435,435,435,5,5,244
Sagina procumbens,L.,CARYOPHYLLACEAE,2,16,,38,1263,348,10,5,255
Sagina procumbens,L.,CARYOPHYLLACEAE,2,3,,104,250,166,2,7,99
Sagina procumbens,L.,CARYOPHYLLACEAE,2,3,,5,363,139,3,7,235
Sagina procumbens,L.,CARYOPHYLLACEAE,3,1,>26,84,84,84,12,4,51
Sagina procumbens,L.,CARYOPHYLLACEAE,3,1,,260,260,260,6,5,11
Sagina procumbens,L.,CARYOPHYLLACEAE,3,1,,832,832,832,40,5,11
